WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
040590275,"Multi-engine assembly",1976-04-14,1977-11-22,"Bengt Olof Henrik Wallander","Conort Engineering AB",F16H 4700,2311597;2589788;2867080,"What I claim is:1. In a multi-engine assembly of the type having a plurality of internalcombustion engines each having a drive shaft, a common output shaft, andselective power transfer means for coupling said drive shaft to saidoutput shaft; the improvement wherein said power transfer means compriseshydro-dynamic transmission means having a rotatable housing, a pair ofseparate output turbines fixedly mounted in said housing, a pair of inputimpellers rotatably mounted in said housing in alignment with saidseparate turbines for fluid coupling therebetween, means coupling eachinput impeller to the output shaft of a separate engine, a mechanicalinterconnection direct drive means coupled between said housing and saidoutput shaft for continuously coupling said output turbines to said outputshaft, a corresponding plurality of fluid pumps directly and continuouslycoupled to and driven by said output shaft, separate valve means forconnecting each of said fluid pumps to an associated power transfer meansfor selectively providing fluid coupling between corresponding impellersand turbines, and at least one starting motor for one of said internalcombustion engines.2. The multi-engine assembly of claim 1, wherein said engines are twostroke engines.3. The multi-engine assembly of claim 1 further comprising a separatelyactuable selectively operable starter medium pump connected to one of saidpower transfer means.4. The multi-engine assembly of claim 1 wherein said housing comprisesmeans defining separate chambers in which corresponding impellers andturbines are positioned, said fluid inputs being coupled to separate saidchambers, whereby fluid coupling may be selectively provided betweencorresponding impellers and turbines.5. The multi-engine assembly of claim 4 comprising an outer cover, saidhousing being rotatably supported within said outer cover, said outputshaft being rotatably supported to extend within said cover, whereby saiddirect drive means is positioned between said housing and output shaftwithin said cover, and wherein said fluid outputs extend from separatesaid chambers into said cover.6. The multi-engine assembly of claim 5 further comprising fluid pump meanscoupled to said output shaft for directing cooling and lubricating fluidin said outer cover to lubricate said housing, output shaft and directdrive means.7. The multi-engine assembly of claim 1 wherein said hydro-dynamictransmission means comprises an outer cover, said pair of housings beingrotatably mounted in said cover, said output shaft extending into andbeing rotatably mounted in said cover, said direct drive means comprisingmeans for separately directly coupling said housings to said output shaft,each of said housings comprising a pair of axially spaced apart chambers,said impellers extending into each of said chambers, and shaft meanscoupled to each of said impellers and extending through said outer coverfor coupling to said engines, said fluid inputs and fluid outputsextending separately into each of said chambers, whereby when fluid isdirected into a chamber by way of said fluid pump means and valve means,fluid coupling is provided between the respective impeller and turbine toeffect rotation of the respective housing, and when fluid is not directedinto a chamber, the respective impeller and turbine are uncoupled.8. The multi-engine assembly of claim 7 wherein said turbines are disposedaxially outwardly of the respective impellers in said housings.9. The multi-engine assembly of claim 1 wherein said pump means comprises aseparate fluid pump connected to each of said valve means."
040590283,"Multiple speed hub with coaster brake",1976-03-25,1977-11-22,"Horst Schulz;Josef Flosser;Reinhard Kessler;Karl-Heinz Schmidt;Ewald Eisend;Erich Hild;Karl-Heinz Loffler;Werner Steuer","Fichtel & Sachs AG",F16H  344,1277070;2854108;3809195;3886811,"What is claimed is:1. In a multiple-speed hub for a bicycle and like vehicle including a shaftdefining an axis of rotation; a tubular driver mounted on said shaft forrotation about said axis; a hub shell having two axially terminal portionsmounted on said shaft and on said driver respectively for rotation aboutsaid axis; a multiple-shaped planetary transmission drivingly interposedin said hub shell between said driver and said hub shell, saidtransmission including a sun gear fixed on said shaft, a planet carriermember and an internally toothed ring gear member rotatable about saidaxis, a planet gear rotatably mounted on said planet carrier member insimultaneous meshing engagement with said sun gear and with said ring gearmember, a coupling element secured to said driver for joint rotation,shifting means for shifting said coupling element between positions ofdriving engagement with said members respectively, and two clutchesdrivingly interposed between said hub shell and said members respectively,one of said clutches including: a driven portion and a driving portionrespectively secured to a first one of said members and to said hub shellfor simultaneous rotation about said axis, said portions being radiallyoffset, one of said portions being formed with a recess radially opentoward the other portion, a pawl having a pivot part and an engagementpart, said pivot part being received in said recess for pivoting movementof said pawl toward and away from a position of engagement of saidengagement part with said other portion; a brake actuating elementsupported on one of said members for threaded movement about said axistoward and away from an axial position of braking action on said hubshell; and yieldable means impeding rotation of said brake actuatingelement relative to said shaft, whereby axial movement of said brakeactuating element relative to said supporting member is caused when saidsupporting member rotates about said axis; the improvement in said oneclutch which comprises:a. two circumferentially spaced end faces of said one portion bounding saidrecess in two opposite circumferential directions,"
040590291,"Transmission for driving a movable element, particularly a component in",1976-07-27,1977-11-22,"Ingo M. Cawi","",F16H 5710;B23Q 1700,1193916;2936656;3005358;3709059,"I claim:1. A driving and positioning device for driving a movable element,particularly a component in a machine tool at high speed or creep speedthrough a specified cycle and for positioning it in required positionscorresponding to the desired positions of a stepping motor forming part ofthe device said device comprising a stepping motor providing a singleinput, a drive shaft connected to said stepping motor, an epicylic driveconnected to the drive shaft and comprising a driven shaft for driving theexternally geared movable element, said epicylic drive having one branchfor the transmission of high speed to the driven shaft and one branch forthe transmission of creep speed to the driven shaft, the branch for thetransmission of the high speed to the driven shaft comprising a clutch forconnecting and disconnecting the drive shaft to an internally geared partof the epicylic drive and a brake to keep said internally geared part in afixed position when it is disconnected from the drive shaft by the clutchduring creep speed motions, the brake being disconnected from saidinternally geared part during high speed motions and upon completion ofthe high speed motion serving as an indexing means wherein the matingbrake elements are engageable and disengageable thereby eliminating thedeviation of the drive shaft from its desired position within the rangebetween two steps of the stepping motor.2. The invention as set forth in claim 1 and wherein the externally gearedpart is a cylindrical sleeve having a flexible wall which is deformable bya cam mounted on the drive shaft and projecting into the sleeve togenerate relative motion between the sleeve and the internally gearedpart."
040590305,"Mechanical gearing",1975-11-25,1977-11-22,"Alexander Bennett Gosling;Dexter Robert Plummer;Colin Howard Stanwell-Smith","Strathearn Audio Limited",F16H 1306,2935714;3005358;3199370;3304809;3529491;3555929,"We claim:1. A gearing arrangement including a first rotatable member, a planetaryelement in contact with the first member, the said planetary element beingcaused to rotate by the rotation of the first member, a second relativelyflexible rotatable member in contact with the planetary element and athird member which is rigid and fixed relative to the second member andagainst which the second member is urged by the planetary element, saidsecond and third members being substantially hemispherical and hollow.2. A gearing arrangement as claimed in claim 1 including a sphericalplanetary element.3. A gearing arrangement as claimed in claim 2 including a first rotatablemember having a tapered surface in contact with the spherical element."
040590313,"Method and apparatus for the production of machine tools",1976-02-17,1977-11-22,"Frank F. Erdelyi","",B21K  502;B21D 1900;B21C 2304,2148805;2764042;2935906;3031553;3347079;3555935,"What is claimed is:1. A method for chipless production of twist drills having inside, opencooling channels, comprising the steps of:providing an elongate blank having at least one bore formed therein,maintaining said bore free of filling metal while forging at least onespirally shaped flute in the outer surface of said blank by engaging saidouter surface with forging tool means at a forging plane and producingrelative longitudinal movement between said blank and said forging plane,andsimultaneously providing core matrix means within said at least one bore,said core matrix means having an outer core forming area, and positioningsaid core forming area at said forging plane during the forging of said atleast one spirally shaped flute whereby at least one continuous elongateopen channel is formed within said drill simultaneous with the formationof said at least one spirally shaped flute.2. The method set forth in claim 1 wherein said core matrix includes aplurality of spaced apart and distinct core forming areas each having across sectional configuration in said forging plane which has the shape ofthe desired cooling channels whereby a plurality of spaced apart coolingchannels are formed in said drill.3. The method set forth in claim 1 wherein said core matrix means istapered, and the step of producing relative movement between the taperedportion of said core matrix and said forging plane during said forgingstep whereby the cross sectional area of said cooling channel will vary inthe longitudinal direction.4. The method set forth in claim 1 and including the step of rollinglongitudinally extending linear areas in said blank prior to the forgingthereof.5. The method set forth in claim 4 wherein the matrix means are introducedinto said blank during said rolling step.6. The method as set forth in claim 1 wherein said blank has a singlelongitudinal bore, and said core matrix means has a pair of longitudinallyprojecting core forming portions which are spaced apart from each other insaid forging plane whereby the material of said blank is forced intoproximity in the area between said core forming portions during theforging step, and including the step of coating said bore with a weldingmedium prior to said forging step, and welding said proximate portions ofsaid blank after said forging step to provide a pair of distinct coolingchannels therein.7. The method set forth in claim 1 wherein said blank includes a pair oflongitudinally extending bores, and said core forming matrix comprises apair of longitudinally extending pins each having a cross section in saidforging plane which has the desired configurations of said channels.8. The method set forth in claim 1 wherein said forging tool meanscomprises a roll forging apparatus and including the step of roll forgingsaid blank to form said spirally shaped flutes.9. The method set forth in claim 1 wherein said forging means comprisesextrusion apparatus and wherein said forging step comprises the step ofextruding said blank to form said at least one spirally shaped flutetherein.10. The method set forth in claim 1 and including the step of heating saidblank prior to said forging step.11. The method set forth in claim 1 wherein the transverse cross section ofsaid core forming area conforms with the cross sectional configuration ofsaid cooling channel, and including the step of maintaining the corematrix means at said forging plane during said relative movement betweensaid blank and forging tool means to form at least one continuous elongatechannel of substantially uniform transverse cross sectional area.12. The method set forth in claim 11 wherein said core matrix meansincludes a plurality of spaced apart and distinct core forming areas eachhaving a cross sectional configuration in said foregoing plane which hasthe shape of the desired cooling channels whereby a plurality of spacedapart cooling channels are formed in said drill.13. The method set forth in claim 12 and including the step of rollinglongitudinally extending linear areas in said blank prior to the forgingthereof.14. The method set forth in claim 12 wherein said blank has a singlelongitudinal bore, and said core matrix means has a pair of longitudinallyprojecting core forming portions which are spaced apart from each other insaid forging plane whereby the material of said blank is forced intoproximity in the area between said core forming portions during theforging step, and including the step of coating said bore with a weldingmedium prior to said forging step, and welding said proximate portions ofsaid blank after said forging step to provide a pair of distinct coolingchannels therein.15. The method set forth in claim 12 wherein said blank includes a pair oflongitudinally extending bores, and said core forming matrix meanscomprises a pair of longitudinally extending pins each having a crosssection in said forming plane which has the desired configurations of saidchannels.16. An apparatus for forming from an elongate blank having at least onelongitudinal bore twist drills having a plurality of longitudinal coolingchannels in the interior thereof and at least one spirally arranged fluteon the outer surface thereof, said apparatus including forging means forengaging the outer surface of an elongate blank member and for forgingsaid at least one flute therein, means for moving said blank axiallyrelative to said forging means, and core matrix means extending axiallyinto the at least one bore formed in said blank, said core matrix meansincluding a plurality of projecting means having portions lying in theforging plane of said forging means, said projecting means being spacedapart from each other to provide a plurality of longitudinally extendingcooling passages in said drill as said blank is moved relative to saidforging plane, the outer surfaces of said core matrix portions conformingto the cross-sectional configuration of said passages.17. The apparatus set forth in claim 16 wherein each of said projectionsare tapered, and means for moving said core matrix in a direction oppositeto the direction of movement of said blank whereby said cooling passagesare tapered.18. The apparatus set forth in claim 16 and including rod means engagingthe end of said blank for moving the latter longitudinally and relative tosaid forging plane, said rod means being hollow, said core forming matrixmeans being elongate and having a cross sectional area smaller than thehollow interior of said rod means extending through said rod means andinto the at least one bore of the blank.19. The apparatus set forth in claim 18 wherein said forging meanscomprises roll forming apparatus having a plurality of rolls surroundingsaid blank and generally defining a closed area at said forging plane.20. The apparatus set forth in claim 18 wherein said forging meanscomprises an extrusion press having an extrusion opening which generallydefines an enclosed area and defining said forging plane."
040590321,"Device for prying loose a pressure cooker cover",1976-09-17,1977-11-22,"Charles B. Tornell","",B25B 2700,673164;2681791;3680838,"What is claimed is:1. A convenience device for a pressure cooker of the type having acylindrical cooking member and a circular cover for same, each with alaterally extending handle, said device being adapted to removinglyrelease said cover from its sealed engagement with said cooking member andcomprising an elongated body operatively arranged in a horizontal planeadjacent said cooking member handle, said elongated body having a grippinghandle at its proximal end and a bearing member at its distal end incontact with said cooking member handle, and a positioning and pullingmember adapted to be mounted on said cover handle with a depending legthereof pivotally connected to said elongated body, whereby urging saidelongated body through a pivotal traverse pries said cover from saidcooking member by causing rotative movement of said cover relative to saidcooking member, wherein said positioning member is in the specific form ofa closed loop body adapted to accommodate the cover handle in projectedrelation therethrough."
040590330,"Oil cap remover",1976-04-23,1977-11-22,"Dennis G. Johnson","",B67B  718;B25B 1348,D238926;2694603;3274864,"I claim:1. In a tool for removing screw oil cap from an automobile engine, said caphaving a pair of diametrally opposed downwardly hollowed peripherallyprotruding ears, the combination of:a rod having a handle at one end;a crosshead fixed at its center to the opposite end of said rod;a pair of  J  shaped hooks extending downwardly from opposite ends of saidcrosshead, said hooks trailing from their connections with said crossheadapproximately in a counter clockwise relation with said rod and turning upsharply at their lower ends; andspring means mounted on said tool between said hooks for compressionbetween said cap and said tool when the tool is co-axially loweredcompressively onto said cap with said hooks respectively closely facingsaid hollow ears, to thereby lower said hooks below the level of saidears, and facilitate counterclockwise rotation of said tool to bring saidhooks under said ears, and when the pressure applied on said tool isrelaxed, to upwardly spring bias said hooks with said tool to interlocksaid hooks with said ears, said tool thus capturing said cap, therebypermitting the cap to be unscrewed and removed and then screwed back inplace by torque transmitted from said handle through said hooks to saidears optionally in clockwise or counter-clockwise directions and withoutdisturbing the captive relation between said hooks and said cap until thecap has been replaced and it is deliberately released from said hooks bydepressing the tool to shift said hooks entirely below the lower level ofsaid ears and then rotating the tool clockwise to shift said hooks outfrom under said ears.2. A combination as recited in claim 1 whereinthe lower end of said rod is threaded, and said crosshead is centrallybored and tapped and screwed onto said threaded lower end of said rod sothat the threaded lower extremity of said rod extends downwardly throughsaid crossbar, and whereinsaid spring means comprises a conoidal shaped coiled wire spring, thesmallest turn of which is wound snugly about said threaded downwardextending extremity of said rod;a split washer surrounding said rod over said smallest spring turn, thenext larger spring turn extending through the split in said washer;a plain washer surrounding said rod and overlying said split washer; anda nut screwed onto the threaded lower end of said rod to firmly secure saidspring to said crosshead."
040590348,"Screw-driving devices",1976-07-23,1977-11-22,"Ewald Hornung","Feinwerkbau Helfer & Co. KG",B25B 2302,3910324;3930297,"I claim:1. In a device for driving screws,means defining a screw-holding magazine,a casing,a screw-driving member mounted for rotation in the casing,drive means,coupling means for coupling said drive means to the screw-driving member,means for indexing successive screws from the magazine into a screw-drivingstation in which each successive screw is aligned with the screw-drivingmember,a slide member slidable in the casing and carrying the indexing means,means operable by exertion of an applied force between the slide member anda workpiece about to receive a screw, to actuate the indexing means andthus index a screw in the magazine to the screw-driving station, to bringthe screw-driving member into engagement with the indexed screw and toactuate the drive means to drive the screw by the screw-driving memberthrough the coupling means, andresilient means effective to resist said force exerted between the slidemember and the workpiece and to return the device to its initialconfiguration.2. A device according to claim 1, wherein the means defining ascrew-holding magazine comprisesa screw-holding belt,the indexing means comprisesa sprocket member, includinga sprocket disc, anda coupling includinga coupling disc arranged to co-operate with the sprocket disc and carryinga pin, and wherein the casing has a guide slot receiving said pin of thecoupling disc whereby movement of the pin in the slot causes the sprocketdisc to rotate through one index step.3. A device according to claim 2, wherein the coupling disc comprisesprojections and the sprocket disc has recesses arranged, in the coupledcondition, to receive the projections of the coupling disc, and whereinthe coupling further comprisesresilient means operative on reverse motion of the slide member to itsinitial position to effect rapid release of the coupling by disengagementof the projections from the recesses.4. A device according to claim 3 comprising means defining stops forlimiting arcuate movement of the pin about the axis of the coupling disc.5. A device according to claim 4, wherein the means defining the stopscomprises a plate member rigid with the slide member and having a slotreceiving the pin and the ends of which slot form said stops.6. A device according to claim 2 comprisinga pawl mounted on the slide member and co-operating with the sprocketmember to permit indexing motion but to prevent motion in the reversesense.7. A device according to claim 6, comprising a spring-loaded memberproviding a bias on the pawl.8. A device according to claim 1 comprisingan adjustable stop member mounted on the casing and engageable by the slidemember at the end of the screw-driving operation to disengage thescrew-driving member from the drive through the said coupling means.9. A screw-driving device comprisingmeans defining a screw-holding magazine in the form of an apertured,edgewise notched belt,a casing,a slide member slidable in the casing and carrying,"
040590356,"Apparatus for cutting pipe insulation",1976-08-11,1977-11-22,"William Lawrence Davis","",B23D 5700;B26D  134;B26D  300;B27B 1900,18960;2565400;3491631;3518906,"What I claim is:1. An apparatus for cutting semi-circular segments of foamed glass or likeinsulation material from a block of foamed glass or like insulationmaterial, said apparatus comprising a stationary vertically extendingframework including pairs of spaced apart supports, a conveyor beltassembly having a conveyor belt traveling between said pairs of spacedapart supports for supporting a block thereon, a rigid reciprocatingframework mounted for movement between said pairs of spaced apartsupports, parallel saw carrying elements mounted above and on each side ofsaid block for simultaneous, some directional movement with saidreciprocating framework, two or more rigid, straight saw blades adjustablyparallelly mounted between said saw carrying elements, wherein one of saidsaw carrying elements comprises pairs of parallel rods and a brace memberadjacent one of said rods, said rods and said brace perpendicularlyattached to end plates to form a slot between said rods and a second slotbetween said brace and said adjacent slot, and said saw blades each havingone end mounted in a different slot then said other blade, and means forrotating said saw carrying elements to cut semi-circular segments fromsaid stationary block of insulation material when said reciprocatingframework is reciprocated.2. The structure recited in claim 1 wherein said conveyor belt assembly isvertically adjustable by a jacking means attached to said stationaryframework.3. The structure recited in claim 1 wherein said conveyor belt assemblycomprises plate members positioned adjacent said conveyor belt andextending vertically upward between said conveyor belt, one of said platemembers being vertically adjustable, said plates having arcuate cutout forsaid saw blades to travel."
040590364,"Shearing hollow stock",1976-07-06,1977-11-22,"John Edward Hartley","T.I. (Group Services) Limited",B23D 2100,2755093;3434709;3567088;3742186;3811632;3955453,"I claim:1. An assembly for shearing a hollow body comprising a pair of externalshear blades, each of said shear blades having an aperture therein toreceive said body, said blades meeting in a common shearing plane andbeing relatively movable in a direction parallel to said plane to shearsaid body, an internal shearing member lying within said apertures, saidmember comprising a first expandable portion lying on one side of saidplane and a second expandable portion lying on the other side of saidplane, said portions being independently movable and each of said portionscomprising a circumferentially extending surface having therein only asingle gap, and means for expanding said portions simultaneously tosubstantially fill a hollow body placed in said apertures, said portionsbeing relatively movable in a direction parallel to said plane on relativemovement of said external shear blades.2. The assembly set forth in claim 1 wherein each of said portionscomprises an interrupted ring having a single gap and having a conicallytapered internal surface converging towards said plane, and wherein saidmeans for expanding said portions comprise a pair of expander plugs havingexternal surfaces co-operating with the internal surfaces of said portionsand means for urging said expander plugs together.3. The assembly set forth in claim 1 wherein each of said portionscomprises a multi-part structure, said structure comprising a plurality ofsegments enclosed in a single circumferentially extending relativelythin-walled flexible shell, said shell having a single gap therein.4. The assembly set forth in claim 1 wherein each of said portionscomprises a single structure, said structure comprising a hollowcylindrical body with a single axially extending gap extending radiallythrough the wall thereof."
040590372,"Slicing device",1976-04-26,1977-11-22,"Samuel L. Gerson;Frank W. Jones","Fasline Food Equipment Co.",B26D  706,236178;982366;1443281;1748997;2247810;2487431;2495770;2572770;3112781;3208309;3216474;3369582;3807266;3830151,"We claim:1. A slicing device comprising a pair of racks of substantially parallelsharp thin blades having a substantially uniform spacing for obtainingslices of predetermined thickness, the spacings in each rack beingsubstantially twice the thickness of the ultimate slices obtained from theslicer, a base frame, the pair of racks being mounted on the base frame inan intermeshed configuration in which the racks cross each other atjunctions at intermediate portions, the intermeshed spacing of the bladesin the racks being substantially uniform and substantially half thespacing in each individual rack of blades in the extremities of the racksaway from the crossed junctions, a pusher, movable means mounting thepusher on the base frame to provide movement of the pusher towards andaway from the crossed racks of blades along an axis of movement, and theaxis of movement going through the crossed junctions of the blades wherebyan object is first contacted with the more widely spaced extremities ofthe blades disposed outside of the cross junctions and ultimately pushedthrough the cross junctions of the blades whereby initial cutting isfacilitated by the contact with more widely spaced blades to facilitateinitial cutting and the object is gradually introduced into the narrowerspacing at the junctions of the blades to complete their slicing.2. A slicing device as set forth in claim 1 wherein the racks of bladescross each other approximately at mid-portions.3. A slicing device comprising a base frame having sides surrounding asubstantially open interior space, a row of upper and lower blade anchorsdisposed on opposite sides of the base frame, rows of substantiallyparallel and equally spaced thin sharp blades connected between an upperrow of blade anchors on one side of the base frame and a lower row ofblade anchors on the other side of the base frame whereby the blades aredisposed diagonally across the interior space and cross each other withinthe interior space, the blades in opposite rows alternately intermeshingwith each other to have more widely spaced extremities and more narrowlyspaced junctions, tensioning means reacting between the blade anchors andthe base frame for pulling the blades taut, a pusher for urging objects tobe sliced through the crossed array of blades, the pusher being slotted tohave a plurality of thin ribs for entering between the blades, and movableconnecting means mounting the pusher on the base frame whereby it may bemoved from a position remote from the blades to a position in which ribsenter between the blades to push an object to be sliced first through themore widely spaced extremities and then through the more narrowly spacedjunctions of the blades whereby initial cutting and final slicing of theobjects are facilitated.4. A slicing device as set forth in claim 1 wherein the base framecomprises a substantially rectangular array of side and end plates, theblade anchors and tensioning means being mounted on the end plates, andthe movable connecting means comprising slide means connected overmid-portions of the side plates whereby the pusher is guided in asubstantially longitudinal path of movement towards and away from theinterior space within the base frame and crossed blades within it.5. A slicing device as set forth in claim 4 wherein the blade anchorscomprise a pair of C-shaped members each having a back and upper and lowerarms, the C-shaped members being mounted on the end plates with theirbacks disposed against the end plates and upper and lower arms disposedabove and below the end plates and extending towards the interior spacewithin the base frame, and blade anchoring means being disposed inoppositely facing upper and lower arms of the C-shaped members.6. A slicing device as set forth in claim 5 wherein the end plates compriseend bars, and one of the end bars is movably connected to the side platesfor forceful adjustment away from the interior space whereby the bladetensioning means is provided.7. A slicing device as set forth in claim 6 wherein a pair of end bars areprovided on one end of the base frame, one of the end bars being rigidlyconnected across the side plates, adjustable screw means mounting theother end bar across the side plates whereby the movably mounted end barmay be forceably adjusted away from the interior space, and one of theC-shaped members being mounted about the movable end bar.8. A slicing device as set forth in claim 7 wherein the movable connectingmeans comprises a pair of vertical slots in the mid-portions of the sideplate and a pair of parallel rods attached to the pusher and slidablyengaged in the slots for guiding the movement of the pusher towards andaway from the blades.9. A slicing device as set forth in claim 3 wherein a substantially concavepocket is provided in the pusher extending through the ribs whereby anobject to be sliced is maintained in the central area of the pusher andtowards the crossed junctions of the blades.10. A slicing device as set forth in claim 1 wherein an auxiliary blade isprovided below the crossed junctions of the blades closely adjacent thelower crossed edges, and removable mounting means secures the auxiliaryblade below the junctions of the lower crossed edges of the blades wherebythe slices of the object pushed through the blades are severed into twoportions.11. A slicing device as set forth in claim 10 wherein the movableconnecting means comprises a pair of vertical slots in the mid-portions ofthe side plates, a pair of parallel rods is connected to the pusher whichslidably engage within the slots, the slots herein inwardly disposedangularly extending portions and an auxiliary blade securing meanscomprising mounting rods engaging the angularly extended portions of theslots within the interior space.12. A slicing device as set forth in claim 4 wherein the side and endplates each have uniform cross sections in at least one direction wherebytheir fabrication by extrusion is facilitated.13. A slicing device as set forth in claim 12 wherein the pusher also hasuniform cross sections in at least one direction whereby fabrication byextrusion is also facilitated.14. A slicing device as set forth in claim 3 wheren the blades cross eachother in a mid-portion of the interior space."
040590380,"Assembly and method for guiding a portable power saw",1976-05-10,1977-11-22,"Simon Petrus Rietema","",B27B  904,2942633;3320982;3536112;3830130,"I claim:1. A saw guide assembly, comprising:housing structure;means associated with said housing structure for guiding an associatedpower saw along said housing structure in a straight path with the sawblade of said power saw moving along a predetermined straight cutting pathalongside said housing structure;a guidepiece having a longitudinal dimension for alignment along saidstraight cutting path, said guidepiece being made of a material cuttableby said power saw to define a reference edge;said housing structure having a slot for slidably receiving saidguidepiece, with said guidepiece extending transversely from said housingstructure; andmeans associated with said housing structure for holding said guidepiece ina fixed position on said housing structure with the longitudinal dimensionof said guidepiece substantially aligned with said cutting path, saidholding means being adjustable to selectively position said guidepieceacross said cutting path whereby by making a cut along said cutting pathwith said power saw said guidepiece may be trimmed along its longitudinaldimension to define a reference edge aligned with said cutting path usablefor positioning said saw guide assembly on a workpiece.2. The invention defined in claim 1 wherein said means for guiding anassociated power saw along said housing structure in a straight pathcomprises a guide groove and mating guide structure.3. The invention defined in claim 2, wherein:said guide groove is formed in the upper surface of said housing structureto extend longitudinally therealong; andsaid mating guide structure is securable to the base of said associatedpower saw in a predetermined position relative to the saw blade of saidpower saw.4. The invention defined in claim 3, wherein:said guide groove has a substantially U-shaped cross-section; andsaid mating structure is a planar member having a substantially U-shapedcross-section in inverted relationship to said guide groove.5. The invention defined in claim 4, wherein:said guide groove is open on its ends; andsaid mating guide structure extends forwardly and rearwardly beyond thebase of said associated power saw to ensure proper guidance of saidassociated power saw during insertion and removal of said guide structureinto and from said guide groove.6. The invention defined in claim 1, wherein:said slot in said housing structure is of predetermined depth for receivingsaid guidepiece; andsaid means for holding said guidepiece in a fixed position are clampingmeans having corrugated clamping surfaces.7. A saw guide assembly, comprising:housing structure having substantially flat parallel upper and lowersurfaces and longitudinally extending side edges;means associated with said housing structure for guiding an associatedpower saw along said housing structure in a straight path with the sawblade of said power saw moving along a predetermined straight cutting pathalongside said housing structure;a guidepiece having a longitudinal dimension, said guidepiece being made ofa material cuttable by said power saw to define a reference edge;said housing structure defining a slot of predetermined depth for receivingsaid guidepiece, said slot being a planar cavity opening in one of thelongitudinal side edges of said housing structure, said slot being definedsubstantially parallel to said upper and lower surfaces of said housingstructure and having its depth dimension extending transversely acrosssaid housing structure;said guidepiece being a planar member dimensioned for positioning in saidslot to extend transversely from said housing structure; andmeans associated with said housing structure including clamping meanshaving corrugated clamping surfaces for holding said guidepiece in a fixedposition on said housing structure with the longitudinal dimension of saidguidepiece substantially aligned with said cutting path, said holdingmeans being adjustable to selectively position said guidepiece across saidcutting path whereby by making a cut along said cutting path with saidpower saw said guidepiece may be trimmed along its longitudinal dimensionto define a reference edge aligned with said cutting path usable forpositioning said saw guide assembly on a workpiece.8. The invention defined in claim 7, wherein said means for guiding anassociated power saw along said housing structure in a straight pathcomprises:a guide groove formed in the upper surface of said housing structure toextend longitudinally therealong, said guide groove having a substantiallyU-shaped cross-section and being open on its ends; andmating guide structure, said mating guide structure being securable to thebase of said associated power saw in a predetermined position relative tothe saw blade of said power saw, said mating guide structure being aplanar member having a substantially U-shaped cross-section in invertedrelationship relative to said guide groove which extends forwardly andrearwardly beyond the base of said associated power saw to ensure properguidance of said associated power saw during insertion and removal of saidguide structure into and from said guide groove; and wherein:the lower surface of said housing structure is formed as a non-slippingsurface to prevent slippage of said assembly on a workpiece or work table.9. The invention defined in claim 1, wherein said means for guiding anassociated power saw along said housing structure in a straight pathcomprises a selectively positionable guide bar mounted on said housingstructure.10. The invention defined in claim 9, wherein said guide bar is mounted onsaid housing structure by means of fasteners which may be selectivelytightened to secure said guide bar in a fixed position thereon, saidhousing structure having guide bar adjustment slots formed therein, saidfasteners being associated with and selectively movable along saidadjustment slots to permit selective positioning of said guide bar on saidhousing structure.11. A saw guide assembly, comprising:means for repeatably guiding an associated power saw along a straightcutting path;a guidepiece having a longitudinal dimension for alignment along saidstraight cutting path; andmeans for holding said guidepiece in a fixed aligned position with saidcutting path to define a reference edge aligned with said cutting pathusable for positioning said saw guide assembly on a workpiece, saidholding means being adjustable to selectively position said guidepieceacross said cutting path whereby by making a cut along said cutting pathwith said power saw said guidepiece may be trimmed along its longitudinaldimension to define a reference edge aligned with said cutting path usablefor positioning said saw guide assembly on a workpiece;said means for guiding an associated power saw being located on said meansfor holding said guidepiece and said guidepiece being free of said meansfor guiding an associated power saw.12. A saw guide assembly, comprising:housing structure having substantially flat parallel upper and lowersurfaces and longitudinally extending side edges;means associated with said housing structure for guiding an associatedpower saw along said housing structure in a straight path with the sawblade of said power saw moving along a predetermined straight cutting pathalongside said housing structure;a guidepiece having a longitudinal dimension, said guidepiece being made ofa material cuttable by said power saw to define a reference edge;said housing structure defining a slot of predetermined depth for receivingsaid guidepiece, said slot being a planar cavity opening in one of thelongitudinal side edges of said housing structure, said slot being definedsubstantially parallel to said upper and lower surfaces of said housingstructure and having its depth dimension extending transversely acrosssaid housing structure;said guidepiece being a planar member dimensioned for positioning in saidslot to extend transversely from said housing structure; andmeans associated with said housing structure for releasably holding saidguidepiece in a fixed position on said housing structure with thelongitudinal dimension of said guidepiece substantially aligned with saidcutting path, said holding means being adjustable to selectively positionsaid guidepiece across said cutting path whereby by making a cut alongsaid cutting path with said power saw sais guidepiece may be trimmed alongits longitudinal dimension to define a reference edge aligned with saidcutting path usable for positioning said saw guide assembly on aworkpiece.13. The invention defined in claim 12, wherein said means for guiding anassociated power saw along said housing structure in a straight pathcomprises:a guide groove formed in the upper surface of said housing structure toextend longitudinally therealong, said guide groove having a substantiallyU-shaped cross-section and being open on its ends; andmating guide structure, said mating guide structure being securable to thebase of said associated power saw in a predetermined position relative tothe saw blade of said power saw, said mating guide structure being aplanar member having a substantially U-shaped cross-section in invertedrelationship relative to said guide groove which extends forwardly andrearwardly beyond the base of said associated power saw to ensure properguidance of said associated power saw during insertion and removal of saidguide structure into and from said guide groove; and wherein:the lower surface of said housing structure is formed as a non-slippingsurface to prevent slippage of said assembly on a workpiece or work table."
